Machine,WorkflowNum,Workflow,Task,Estimator,Feature,SizeInput,Predicted,Real,Deviation,TaskInputSize,WorkflowInputSize,rchar,wchar,PeakRSS,CPUAssigned,CPUUsed
n1,EAGER-0,eager,genotyping_hc,Perfect,Realtime,8330435694,3502399,3502399,0,796087819,8330435694,2263034685,766395783,5594255360,8,133.3
n1,EAGER-0,eager,genotyping_hc,Perfect,Realtime,25705994498,6943115,6943115,0,983527290,25705994498,3634528793,2066754004,5594222592,8,176.1
n1,EAGER-0,eager,genotyping_hc,Perfect,Realtime,19075314980,4530912,4530912,0,885823795,19075314980,2803968363,1262151895,4776337408,8,169.9
n1,EAGER-0,eager,genotyping_hc,Perfect,Realtime,19132169434,4454183,4454183,0,886150402,19132169434,2807334646,1265230175,5404827648,8,171.1
n1,EAGER-0,eager,genotyping_hc,Perfect,Realtime,14754556884,5451079,5451079,0,868551484,14754556884,2790955528,1265498693,5447598080,8,146.8
n1,EAGER-0,eager,genotyping_hc,Perfect,Realtime,19100037384,4566314,4566314,0,885812068,19100037384,2804856658,1262735315,5395873792,8,168.9
n1,EAGER-0,eager,qualimap,Lotaru-G,Realtime,8330435694,0,29012,1,796041008,8330435694,152410842,857955,1091215360,2,188.6
n1,EAGER-0,eager,qualimap,Lotaru-G,Realtime,25705994498,0,56140,1,983480479,25705994498,339974001,856640,1592213504,2,190.5
n1,EAGER-0,eager,qualimap,Lotaru-G,Realtime,19132169434,0,46282,1,886103591,19132169434,242610582,921607,1323888640,2,184.4
n1,EAGER-0,eager,qualimap,Lotaru-G,Realtime,19075314980,0,45554,1,885776984,19075314980,242283462,899958,1480876032,2,189.1
n1,EAGER-0,eager,qualimap,Lotaru-G,Realtime,14754556884,0,42400,1,868504673,14754556884,224997023,866053,1408770048,2,187.5
n1,EAGER-0,eager,qualimap,Lotaru-G,Realtime,19100037384,0,40675,1,885765257,19100037384,242277431,896244,1270337536,2,190.2
n1,EAGER-0,eager,qualimap,OnlineP,Realtime,8330435694,21259.0253539116,29012,0.267233373986227,796041008,8330435694,152410842,857955,1091215360,2,188.6
n1,EAGER-0,eager,qualimap,OnlineP,Realtime,25705994498,26264.7730808086,56140,0.532155805471882,983480479,25705994498,339974001,856640,1592213504,2,190.5
n1,EAGER-0,eager,qualimap,OnlineP,Realtime,19132169434,23664.2315131347,46282,0.488694708242196,886103591,19132169434,242610582,921607,1323888640,2,184.4
n1,EAGER-0,eager,qualimap,OnlineP,Realtime,19075314980,23655.5091653863,45554,0.480714993954729,885776984,19075314980,242283462,899958,1480876032,2,189.1
n1,EAGER-0,eager,qualimap,OnlineP,Realtime,14754556884,23194.2358217024,42400,0.452966136280604,868504673,14754556884,224997023,866053,1408770048,2,187.5
n1,EAGER-0,eager,qualimap,OnlineP,Realtime,19100037384,23655.1959847991,40675,0.418434026188099,885765257,19100037384,242277431,896244,1270337536,2,190.2
n1,EAGER-0,eager,qualimap,OnlineM,Realtime,8330435694,21259.0253539116,29012,0.267233373986227,796041008,8330435694,152410842,857955,1091215360,2,188.6
n1,EAGER-0,eager,qualimap,OnlineM,Realtime,25705994498,26264.7730808086,56140,0.532155805471882,983480479,25705994498,339974001,856640,1592213504,2,190.5
n1,EAGER-0,eager,qualimap,OnlineM,Realtime,19132169434,23664.2315131347,46282,0.488694708242196,886103591,19132169434,242610582,921607,1323888640,2,184.4
n1,EAGER-0,eager,qualimap,OnlineM,Realtime,19075314980,23655.5091653863,45554,0.480714993954729,885776984,19075314980,242283462,899958,1480876032,2,189.1
n1,EAGER-0,eager,qualimap,OnlineM,Realtime,14754556884,23194.2358217024,42400,0.452966136280604,868504673,14754556884,224997023,866053,1408770048,2,187.5
n1,EAGER-0,eager,qualimap,OnlineM,Realtime,19100037384,23655.1959847991,40675,0.418434026188099,885765257,19100037384,242277431,896244,1270337536,2,190.2
n1,EAGER-0,eager,qualimap,Naive,Realtime,8330435694,14644.4733279606,29012,0.495227032677491,796041008,8330435694,152410842,857955,1091215360,2,188.6
n1,EAGER-0,eager,qualimap,Naive,Realtime,25705994498,18092.7282621669,56140,0.677721263588049,983480479,25705994498,339974001,856640,1592213504,2,190.5
n1,EAGER-0,eager,qualimap,Naive,Realtime,19132169434,16301.3215070569,46282,0.647782690742473,886103591,19132169434,242610582,921607,1323888640,2,184.4
n1,EAGER-0,eager,qualimap,Naive,Realtime,19075314980,16295.3130383321,45554,0.64228579184414,885776984,19075314980,242283462,899958,1480876032,2,189.1
n1,EAGER-0,eager,qualimap,Naive,Realtime,14754556884,15977.560692398,42400,0.62317073838684,868504673,14754556884,224997023,866053,1408770048,2,187.5
n1,EAGER-0,eager,qualimap,Naive,Realtime,19100037384,16295.0973010309,40675,0.599382979691927,885765257,19100037384,242277431,896244,1270337536,2,190.2
n1,EAGER-0,eager,qualimap,Lotaru-A,Realtime,8330435694,0,29012,1,796041008,8330435694,152410842,857955,1091215360,2,188.6
n1,EAGER-0,eager,qualimap,Lotaru-A,Realtime,25705994498,0,56140,1,983480479,25705994498,339974001,856640,1592213504,2,190.5
n1,EAGER-0,eager,qualimap,Lotaru-A,Realtime,19132169434,0,46282,1,886103591,19132169434,242610582,921607,1323888640,2,184.4
n1,EAGER-0,eager,qualimap,Lotaru-A,Realtime,19075314980,0,45554,1,885776984,19075314980,242283462,899958,1480876032,2,189.1
n1,EAGER-0,eager,qualimap,Lotaru-A,Realtime,14754556884,0,42400,1,868504673,14754556884,224997023,866053,1408770048,2,187.5
n1,EAGER-0,eager,qualimap,Lotaru-A,Realtime,19100037384,0,40675,1,885765257,19100037384,242277431,896244,1270337536,2,190.2
n1,EAGER-0,eager,qualimap,Perfect,Realtime,8330435694,29012,29012,0,796041008,8330435694,152410842,857955,1091215360,2,188.6
n1,EAGER-0,eager,qualimap,Perfect,Realtime,25705994498,56140,56140,0,983480479,25705994498,339974001,856640,1592213504,2,190.5
n1,EAGER-0,eager,qualimap,Perfect,Realtime,19132169434,46282,46282,0,886103591,19132169434,242610582,921607,1323888640,2,184.4
n1,EAGER-0,eager,qualimap,Perfect,Realtime,19075314980,45554,45554,0,885776984,19075314980,242283462,899958,1480876032,2,189.1
n1,EAGER-0,eager,qualimap,Perfect,Realtime,14754556884,42400,42400,0,868504673,14754556884,224997023,866053,1408770048,2,187.5
n1,EAGER-0,eager,qualimap,Perfect,Realtime,19100037384,40675,40675,0,885765257,19100037384,242277431,896244,1270337536,2,190.2
n1,EAGER-0,eager,adapter_removal,Lotaru-G,Realtime,8330435694,0,524893,1,8330435839,8330435694,4401868113,3300333837,198856704,8,184.7
n1,EAGER-0,eager,adapter_removal,Lotaru-G,Realtime,25705994498,0,1601835,1,25705994643,25705994498,13109383623,10005515383,203689984,8,183
n1,EAGER-0,eager,adapter_removal,Lotaru-G,Realtime,14754556884,0,948548,1,14754557029,14754556884,7472160941,5707206890,124575744,8,181.1
n1,EAGER-0,eager,adapter_removal,Lotaru-G,Realtime,19132169434,0,1015839,1,19132169579,19132169434,8648873879,6388203401,132730880,8,197.2
n1,EAGER-0,eager,adapter_removal,Lotaru-G,Realtime,19100037384,0,1003977,1,19100037529,19100037384,8623852004,6379730238,122908672,8,199.8
n1,EAGER-0,eager,adapter_removal,Lotaru-G,Realtime,19075314980,0,1023123,1,19075315125,19075314980,8652409002,6376816366,130191360,8,197.1
n1,EAGER-0,eager,adapter_removal,OnlineP,Realtime,8330435694,442240.376430994,524893,0.157465661704396,8330435839,8330435694,4401868113,3300333837,198856704,8,184.7
n1,EAGER-0,eager,adapter_removal,OnlineP,Realtime,25705994498,1364661.94172358,1601835,0.148063351266778,25705994643,25705994498,13109383623,10005515383,203689984,8,183
n1,EAGER-0,eager,adapter_removal,OnlineP,Realtime,14754556884,783279.648350405,948548,0.174232987312814,14754557029,14754556884,7472160941,5707206890,124575744,8,181.1
n1,EAGER-0,eager,adapter_removal,OnlineP,Realtime,19132169434,1015675.29479637,1015839,0.000161152705920261,19132169579,19132169434,8648873879,6388203401,132730880,8,197.2
n1,EAGER-0,eager,adapter_removal,OnlineP,Realtime,19100037384,1013969.49090302,1003977,0.00995290818715667,19100037529,19100037384,8623852004,6379730238,122908672,8,199.8
n1,EAGER-0,eager,adapter_removal,OnlineP,Realtime,19075314980,1012657.04513637,1023123,0.010229419985312,19075315125,19075314980,8652409002,6376816366,130191360,8,197.1
n1,EAGER-0,eager,adapter_removal,OnlineM,Realtime,8330435694,442240.376430994,524893,0.157465661704396,8330435839,8330435694,4401868113,3300333837,198856704,8,184.7
n1,EAGER-0,eager,adapter_removal,OnlineM,Realtime,25705994498,1364661.94172358,1601835,0.148063351266778,25705994643,25705994498,13109383623,10005515383,203689984,8,183
n1,EAGER-0,eager,adapter_removal,OnlineM,Realtime,14754556884,783279.648350405,948548,0.174232987312814,14754557029,14754556884,7472160941,5707206890,124575744,8,181.1
n1,EAGER-0,eager,adapter_removal,OnlineM,Realtime,19132169434,1015675.29479637,1015839,0.000161152705920261,19132169579,19132169434,8648873879,6388203401,132730880,8,197.2
n1,EAGER-0,eager,adapter_removal,OnlineM,Realtime,19100037384,1013969.49090302,1003977,0.00995290818715667,19100037529,19100037384,8623852004,6379730238,122908672,8,199.8
n1,EAGER-0,eager,adapter_removal,OnlineM,Realtime,19075314980,1012657.04513637,1023123,0.010229419985312,19075315125,19075314980,8652409002,6376816366,130191360,8,197.1
n1,EAGER-0,eager,adapter_removal,Naive,Realtime,8330435694,453793.651755327,524893,0.135454936996061,8330435839,8330435694,4401868113,3300333837,198856704,8,184.7
n1,EAGER-0,eager,adapter_removal,Naive,Realtime,25705994498,1400312.94958634,1601835,0.125806996609302,25705994643,25705994498,13109383623,10005515383,203689984,8,183
