Machine,WorkflowNum,Workflow,Task,Estimator,Feature,SizeInput,Predicted,Real,Deviation,TaskInputSize,WorkflowInputSize,rchar,wchar,PeakRSS,CPUAssigned,CPUUsed
local,EAGER-0,eager,samtools_flagstat,Perfect,Realtime,25705994498,14139,14139,0,1260618173,25705994498,1260149155,580,4653056,1,95
local,EAGER-0,eager,samtools_filter,Lotaru-G,Realtime,8330435694,0,8094,1,434366225,8330435694,557246723,124026333,10260480,4,197
local,EAGER-0,eager,samtools_filter,Lotaru-G,Realtime,25705994498,0,23243,1,1260618173,25705994498,1599290783,339677854,10063872,4,228.4
local,EAGER-0,eager,samtools_filter,OnlineP,Realtime,8330435694,12456.385206783,8094,0.538965308473318,434366225,8330435694,557246723,124026333,10260480,4,197
local,EAGER-0,eager,samtools_filter,OnlineP,Realtime,25705994498,36150.9359102657,23243,0.555347240470925,1260618173,25705994498,1599290783,339677854,10063872,4,228.4
local,EAGER-0,eager,samtools_filter,OnlineM,Realtime,8330435694,12456.385206783,8094,0.538965308473318,434366225,8330435694,557246723,124026333,10260480,4,197
local,EAGER-0,eager,samtools_filter,OnlineM,Realtime,25705994498,36150.9359102657,23243,0.555347240470925,1260618173,25705994498,1599290783,339677854,10063872,4,228.4
local,EAGER-0,eager,samtools_filter,Naive,Realtime,8330435694,15406.8533297302,8094,0.903490651066247,434366225,8330435694,557246723,124026333,10260480,4,197
local,EAGER-0,eager,samtools_filter,Naive,Realtime,25705994498,44713.7879935381,23243,0.923752871554364,1260618173,25705994498,1599290783,339677854,10063872,4,228.4
local,EAGER-0,eager,samtools_filter,Lotaru-A,Realtime,8330435694,0,8094,1,434366225,8330435694,557246723,124026333,10260480,4,197
local,EAGER-0,eager,samtools_filter,Lotaru-A,Realtime,25705994498,0,23243,1,1260618173,25705994498,1599290783,339677854,10063872,4,228.4
local,EAGER-0,eager,samtools_filter,Perfect,Realtime,8330435694,8094,8094,0,434366225,8330435694,557246723,124026333,10260480,4,197
local,EAGER-0,eager,samtools_filter,Perfect,Realtime,25705994498,23243,23243,0,1260618173,25705994498,1599290783,339677854,10063872,4,228.4
local,EAGER-0,eager,damageprofiler,Lotaru-G,Realtime,8330435694,0,52131,1,796041986,8330435694,152664143,2152958,1806290944,1,86.9
local,EAGER-0,eager,damageprofiler,Lotaru-G,Realtime,25705994498,0,126672,1,983469374,25705994498,341046311,5609364,2194325504,1,97.1
local,EAGER-0,eager,damageprofiler,OnlineP,Realtime,8330435694,25557.1836000236,52131,0.509750750992238,796041986,8330435694,152664143,2152958,1806290944,1,86.9
local,EAGER-0,eager,damageprofiler,OnlineP,Realtime,25705994498,31574.6000818584,126672,0.750737336729045,983469374,25705994498,341046311,5609364,2194325504,1,97.1
local,EAGER-0,eager,damageprofiler,OnlineM,Realtime,8330435694,25557.1836000236,52131,0.509750750992238,796041986,8330435694,152664143,2152958,1806290944,1,86.9
local,EAGER-0,eager,damageprofiler,OnlineM,Realtime,25705994498,31574.6000818584,126672,0.750737336729045,983469374,25705994498,341046311,5609364,2194325504,1,97.1
local,EAGER-0,eager,damageprofiler,Naive,Realtime,8330435694,14996.3512327733,52131,0.712333328868173,796041986,8330435694,152664143,2152958,1806290944,1,86.9
local,EAGER-0,eager,damageprofiler,Naive,Realtime,25705994498,18527.2289886223,126672,0.853738561097778,983469374,25705994498,341046311,5609364,2194325504,1,97.1
local,EAGER-0,eager,damageprofiler,Lotaru-A,Realtime,8330435694,0,52131,1,796041986,8330435694,152664143,2152958,1806290944,1,86.9
local,EAGER-0,eager,damageprofiler,Lotaru-A,Realtime,25705994498,0,126672,1,983469374,25705994498,341046311,5609364,2194325504,1,97.1
local,EAGER-0,eager,damageprofiler,Perfect,Realtime,8330435694,52131,52131,0,796041986,8330435694,152664143,2152958,1806290944,1,86.9
local,EAGER-0,eager,damageprofiler,Perfect,Realtime,25705994498,126672,126672,0,983469374,25705994498,341046311,5609364,2194325504,1,97.1
local,EAGER-0,eager,markduplicates,Lotaru-G,Realtime,8330435694,0,51812,1,124026140,8330435694,387922338,118319462,2486988800,2,117.8
local,EAGER-0,eager,markduplicates,Lotaru-G,Realtime,25705994498,0,136176,1,339677661,25705994498,1007009367,305748452,3359555584,2,125.4
local,EAGER-0,eager,markduplicates,OnlineP,Realtime,8330435694,58529.3812569324,51812,0.129649140294379,124026140,8330435694,387922338,118319462,2486988800,2,117.8
local,EAGER-0,eager,markduplicates,OnlineP,Realtime,25705994498,160297.84789829,136176,0.17713729216815,339677661,25705994498,1007009367,305748452,3359555584,2,125.4
local,EAGER-0,eager,markduplicates,OnlineM,Realtime,8330435694,58529.3812569324,51812,0.129649140294379,124026140,8330435694,387922338,118319462,2486988800,2,117.8
local,EAGER-0,eager,markduplicates,OnlineM,Realtime,25705994498,160297.84789829,136176,0.17713729216815,339677661,25705994498,1007009367,305748452,3359555584,2,125.4
local,EAGER-0,eager,markduplicates,Naive,Realtime,8330435694,159066.838769339,51812,2.07007717844011,124026140,8330435694,387922338,118319462,2486988800,2,117.8
local,EAGER-0,eager,markduplicates,Naive,Realtime,25705994498,435645.677079309,136176,2.19913697772962,339677661,25705994498,1007009367,305748452,3359555584,2,125.4
local,EAGER-0,eager,markduplicates,Lotaru-A,Realtime,8330435694,0,51812,1,124026140,8330435694,387922338,118319462,2486988800,2,117.8
local,EAGER-0,eager,markduplicates,Lotaru-A,Realtime,25705994498,0,136176,1,339677661,25705994498,1007009367,305748452,3359555584,2,125.4
local,EAGER-0,eager,markduplicates,Perfect,Realtime,8330435694,51812,51812,0,124026140,8330435694,387922338,118319462,2486988800,2,117.8
local,EAGER-0,eager,markduplicates,Perfect,Realtime,25705994498,136176,136176,0,339677661,25705994498,1007009367,305748452,3359555584,2,125.4
local,EAGER-0,eager,fastqc_after_clipping,Lotaru-G,Realtime,8330435694,0,52260,1,2100725230,8330435694,426333405,971048,353705984,2,103.4
local,EAGER-0,eager,fastqc_after_clipping,Lotaru-G,Realtime,25705994498,0,153281,1,6435671112,25705994498,1210569907,983301,371826688,2,97.3
local,EAGER-0,eager,fastqc_after_clipping,OnlineP,Realtime,8330435694,56477.9341060435,52260,0.0807105646009091,2100725230,8330435694,426333405,971048,353705984,2,103.4
local,EAGER-0,eager,fastqc_after_clipping,OnlineP,Realtime,25705994498,173022.822690478,153281,0.128794975831826,6435671112,25705994498,1210569907,983301,371826688,2,97.3
local,EAGER-0,eager,fastqc_after_clipping,OnlineM,Realtime,8330435694,56477.9341060435,52260,0.0807105646009091,2100725230,8330435694,426333405,971048,353705984,2,103.4
local,EAGER-0,eager,fastqc_after_clipping,OnlineM,Realtime,25705994498,173022.822690478,153281,0.128794975831826,6435671112,25705994498,1210569907,983301,371826688,2,97.3
local,EAGER-0,eager,fastqc_after_clipping,Naive,Realtime,8330435694,213273.954888987,52260,3.08101712378468,2100725230,8330435694,426333405,971048,353705984,2,103.4
local,EAGER-0,eager,fastqc_after_clipping,Naive,Realtime,25705994498,653374.849228163,153281,3.2625951633155,6435671112,25705994498,1210569907,983301,371826688,2,97.3
local,EAGER-0,eager,fastqc_after_clipping,Lotaru-A,Realtime,8330435694,0,52260,1,2100725230,8330435694,426333405,971048,353705984,2,103.4
local,EAGER-0,eager,fastqc_after_clipping,Lotaru-A,Realtime,25705994498,0,153281,1,6435671112,25705994498,1210569907,983301,371826688,2,97.3
local,EAGER-0,eager,fastqc_after_clipping,Perfect,Realtime,8330435694,52260,52260,0,2100725230,8330435694,426333405,971048,353705984,2,103.4
local,EAGER-0,eager,fastqc_after_clipping,Perfect,Realtime,25705994498,153281,153281,0,6435671112,25705994498,1210569907,983301,371826688,2,97.3
local,EAGER-1,eager,bcftools_stats,Lotaru,Realtime,8330435694,3573,7872,0.546112804878049,678428015,8330435694,816910669,22541,10178560,2,101.9
local,EAGER-1,eager,bcftools_stats,Lotaru,Realtime,25705994498,3573,16950,0.789203539823009,678428015,25705994498,1105383890,32425,10694656,2,100.9
local,EAGER-1,eager,bcftools_stats,OnlineP,Realtime,8330435694,3573,7872,0.546112804878049,678428015,8330435694,816910669,22541,10178560,2,101.9
local,EAGER-1,eager,bcftools_stats,OnlineP,Realtime,25705994498,3573,16950,0.789203539823009,678428015,25705994498,1105383890,32425,10694656,2,100.9
local,EAGER-1,eager,bcftools_stats,OnlineM,Realtime,8330435694,3573,7872,0.546112804878049,678428015,8330435694,816910669,22541,10178560,2,101.9
local,EAGER-1,eager,bcftools_stats,OnlineM,Realtime,25705994498,3573,16950,0.789203539823009,678428015,25705994498,1105383890,32425,10694656,2,100.9
local,EAGER-1,eager,bcftools_stats,Naive,Realtime,8330435694,4900,7872,0.377540650406504,678428015,8330435694,816910669,22541,10178560,2,101.9
local,EAGER-1,eager,bcftools_stats,Naive,Realtime,25705994498,4900,16950,0.710914454277286,678428015,25705994498,1105383890,32425,10694656,2,100.9
local,EAGER-1,eager,bcftools_stats,Lotaru-A,Realtime,8330435694,3573,7872,0.546112804878049,678428015,8330435694,816910669,22541,10178560,2,101.9
local,EAGER-1,eager,bcftools_stats,Lotaru-A,Realtime,25705994498,3573,16950,0.789203539823009,678428015,25705994498,1105383890,32425,10694656,2,100.9
local,EAGER-1,eager,bcftools_stats,Perfect,Realtime,8330435694,7872,7872,0,678428015,8330435694,816910669,22541,10178560,2,101.9
local,EAGER-1,eager,bcftools_stats,Perfect,Realtime,25705994498,16950,16950,0,678428015,25705994498,1105383890,32425,10694656,2,100.9
local,EAGER-1,eager,genotyping_hc,Lotaru-G,Realtime,8330435694,0,2870443,1,796089024,8330435694,2263049925,766409963,5409779712,8,106.6
local,EAGER-1,eager,genotyping_hc,Lotaru-G,Realtime,25705994498,0,5594417,1,983516412,25705994498,3634489739,2066648232,5397921792,8,111.4
local,EAGER-1,eager,genotyping_hc,OnlineP,Realtime,8330435694,2524281.61224081,2870443,0.120595109451463,796089024,8330435694,2263049925,766409963,5409779712,8,106.6
local,EAGER-1,eager,genotyping_hc,OnlineP,Realtime,25705994498,3118586.3883342,5594417,0.442553819578662,983516412,25705994498,3634489739,2066648232,5397921792,8,111.4
local,EAGER-1,eager,genotyping_hc,OnlineM,Realtime,8330435694,2524281.61224081,2870443,0.120595109451463,796089024,8330435694,2263049925,766409963,5409779712,8,106.6
local,EAGER-1,eager,genotyping_hc,OnlineM,Realtime,25705994498,3118586.3883342,5594417,0.442553819578662,983516412,25705994498,3634489739,2066648232,5397921792,8,111.4
local,EAGER-1,eager,genotyping_hc,Naive,Realtime,8330435694,1212689.35795258,2870443,0.577525365265019,796089024,8330435694,2263049925,766409963,5409779712,8,106.6
local,EAGER-1,eager,genotyping_hc,Naive,Realtime,25705994498,1498199.13382465,5594417,0.732197450811292,983516412,25705994498,3634489739,2066648232,5397921792,8,111.4
local,EAGER-1,eager,genotyping_hc,Lotaru-A,Realtime,8330435694,0,2870443,1,796089024,8330435694,2263049925,766409963,5409779712,8,106.6
